date,state,substance,deaths
2021-06-01,FL,opioid,185.0
2021-07-01,FL,opioid,182.0
2021-08-01,FL,opioid,176.0
2021-09-01,FL,opioid,166.0
2021-10-01,FL,opioid,173.0
2021-11-01,FL,opioid,177.0
2021-12-01,FL,opioid,169.0
2022-01-01,FL,opioid,166.0
2022-02-01,FL,opioid,166.0
2022-03-01,FL,opioid,165.0
2022-04-01,FL,opioid,158.0
2022-05-01,FL,opioid,159.0
2022-06-01,FL,opioid,152.0
2022-07-01,FL,opioid,153.0
2022-08-01,FL,opioid,151.0
2022-09-01,FL,opioid,155.0
2022-10-01,FL,opioid,150.0
2022-11-01,FL,opioid,143.0
2022-12-01,FL,opioid,151.0
2023-01-01,FL,opioid,146.0
2023-02-01,FL,opioid,144.0
2023-03-01,FL,opioid,139.0
2023-04-01,FL,opioid,139.0
2023-05-01,FL,opioid,127.0
2023-06-01,FL,opioid,130.0
2023-07-01,FL,opioid,139.0
2023-08-01,FL,opioid,139.0
2023-09-01,FL,opioid,135.0
2023-10-01,FL,opioid,138.0
2023-11-01,FL,opioid,143.0
2023-12-01,FL,opioid,136.0
2024-01-01,FL,opioid,139.0
2024-02-01,FL,opioid,140.0
2024-03-01,FL,opioid,144.0
2024-04-01,FL,opioid,151.0
2024-05-01,FL,opioid,157.0
2024-06-01,FL,opioid,155.0
2024-07-01,FL,opioid,143.0
2024-08-01,FL,opioid,145.0
2024-09-01,FL,opioid,152.0
2025-08-01,FL,opioid,130.0
2025-09-01,FL,opioid,123.0
2025-10-01,FL,opioid,122.0
2019-10-01,FL,opioid,1143.0
2019-11-01,FL,opioid,1132.0
2019-12-01,FL,opioid,1113.0
2020-01-01,FL,opioid,1117.0
2020-02-01,FL,opioid,1102.0
2020-03-01,FL,opioid,1102.0
2020-04-01,FL,opioid,1094.0
2020-05-01,FL,opioid,1146.0
2020-06-01,FL,opioid,1143.0
2020-07-01,FL,opioid,1153.0
2020-08-01,FL,opioid,1154.0
2020-09-01,FL,opioid,1174.0
2020-11-01,FL,opioid,1150.0
2021-01-01,FL,opioid,1128.0
2021-02-01,FL,opioid,1139.0
2021-03-01,FL,opioid,1148.0
2021-04-01,FL,opioid,1145.0
2021-05-01,FL,opioid,1096.0
2021-06-01,FL,opioid,1094.0
2021-07-01,FL,opioid,1069.0
2021-08-01,FL,opioid,1077.0
2021-09-01,FL,opioid,1059.0
2021-10-01,FL,opioid,1048.0
2021-11-01,FL,opioid,1042.0
2021-12-01,FL,opioid,1046.0
2022-01-01,FL,opioid,1024.0
2022-02-01,FL,opioid,1011.0
2022-03-01,FL,opioid,1009.0
2022-04-01,FL,opioid,1000.0
2022-05-01,FL,opioid,1009.0
2022-06-01,FL,opioid,986.0
2022-07-01,FL,opioid,999.0
2022-08-01,FL,opioid,984.0
2022-09-01,FL,opioid,961.0
2022-10-01,FL,opioid,945.0
2022-11-01,FL,opioid,933.0
2022-12-01,FL,opioid,920.0
2023-01-01,FL,opioid,912.0
2023-02-01,FL,opioid,911.0
2023-03-01,FL,opioid,897.0
2023-04-01,FL,opioid,893.0
2023-05-01,FL,opioid,872.0
2023-06-01,FL,opioid,857.0
2023-07-01,FL,opioid,847.0
2023-08-01,FL,opioid,833.0
2023-09-01,FL,opioid,829.0
2023-10-01,FL,opioid,827.0
2023-11-01,FL,opioid,817.0
2023-12-01,FL,opioid,816.0
2024-01-01,FL,opioid,822.0
2024-02-01,FL,opioid,796.0
2024-03-01,FL,opioid,780.0
2024-04-01,FL,opioid,760.0
2024-05-01,FL,opioid,758.0
2024-06-01,FL,opioid,749.0
2024-07-01,FL,opioid,705.0
2024-08-01,FL,opioid,679.0
2024-09-01,FL,opioid,650.0
2025-08-01,FL,opioid,471.0
2025-09-01,FL,opioid,458.0
2025-10-01,FL,opioid,463.0
2019-10-01,FL,opioid,1252.0
2019-11-01,FL,opioid,1237.0
2019-12-01,FL,opioid,1219.0
2020-01-01,FL,opioid,1222.0
2020-02-01,FL,opioid,1208.0
2020-03-01,FL,opioid,1204.0
2020-04-01,FL,opioid,1200.0
2020-05-01,FL,opioid,1262.0
2020-06-01,FL,opioid,1259.0
2020-07-01,FL,opioid,1276.0
2020-08-01,FL,opioid,1294.0
2020-09-01,FL,opioid,1323.0
2020-11-01,FL,opioid,1291.0
2021-01-01,FL,opioid,1276.0
2021-02-01,FL,opioid,1286.0
2021-03-01,FL,opioid,1299.0
2021-04-01,FL,opioid,1297.0
2021-05-01,FL,opioid,1245.0
2021-06-01,FL,opioid,1243.0
2021-07-01,FL,opioid,1217.0
2021-08-01,FL,opioid,1222.0
2021-09-01,FL,opioid,1194.0
2021-10-01,FL,opioid,1190.0
2021-11-01,FL,opioid,1190.0
2021-12-01,FL,opioid,1187.0
2022-01-01,FL,opioid,1167.0
2022-02-01,FL,opioid,1154.0
2022-03-01,FL,opioid,1149.0
2022-04-01,FL,opioid,1130.0
2022-05-01,FL,opioid,1140.0
2022-06-01,FL,opioid,1111.0
2022-07-01,FL,opioid,1125.0
2022-08-01,FL,opioid,1106.0
2022-09-01,FL,opioid,1086.0
2022-10-01,FL,opioid,1067.0
2022-11-01,FL,opioid,1046.0
2022-12-01,FL,opioid,1040.0
2023-01-01,FL,opioid,1027.0
2023-02-01,FL,opioid,1023.0
2023-03-01,FL,opioid,1008.0
2023-04-01,FL,opioid,1008.0
2023-05-01,FL,opioid,977.0
2023-06-01,FL,opioid,966.0
2023-07-01,FL,opioid,964.0
2023-08-01,FL,opioid,951.0
2023-09-01,FL,opioid,946.0
2023-10-01,FL,opioid,946.0
2023-11-01,FL,opioid,944.0
2023-12-01,FL,opioid,934.0
2024-01-01,FL,opioid,944.0
2024-02-01,FL,opioid,920.0
2024-03-01,FL,opioid,908.0
2024-04-01,FL,opioid,896.0
2024-05-01,FL,opioid,901.0
2024-06-01,FL,opioid,888.0
2024-07-01,FL,opioid,835.0
2024-08-01,FL,opioid,812.0
2024-09-01,FL,opioid,787.0
2025-08-01,FL,opioid,584.0
2025-09-01,FL,opioid,566.0
2025-10-01,FL,opioid,571.0
2019-10-01,FL,opioid,3616.0
2019-11-01,FL,opioid,3674.0
2019-12-01,FL,opioid,3747.0
2020-01-01,FL,opioid,3831.0
2020-02-01,FL,opioid,3923.0
2020-03-01,FL,opioid,4107.0
2020-04-01,FL,opioid,4328.0
2020-05-01,FL,opioid,4674.0
2020-06-01,FL,opioid,4880.0
2020-07-01,FL,opioid,5078.0
2020-08-01,FL,opioid,5248.0
2020-09-01,FL,opioid,5399.0
2020-11-01,FL,opioid,5539.0
2021-01-01,FL,opioid,5714.0
2021-02-01,FL,opioid,5798.0
2021-03-01,FL,opioid,5855.0
2021-04-01,FL,opioid,5952.0
2021-05-01,FL,opioid,5874.0
2021-06-01,FL,opioid,5935.0
2021-07-01,FL,opioid,5944.0
2021-08-01,FL,opioid,5991.0
2021-09-01,FL,opioid,5965.0
2021-10-01,FL,opioid,6038.0
2021-11-01,FL,opioid,6061.0
2021-12-01,FL,opioid,6123.0
2022-01-01,FL,opioid,6071.0
2022-02-01,FL,opioid,6088.0
2022-03-01,FL,opioid,6120.0
2022-04-01,FL,opioid,5993.0
2022-05-01,FL,opioid,5985.0
2022-06-01,FL,opioid,5870.0
2022-07-01,FL,opioid,5891.0
2022-08-01,FL,opioid,5868.0
2022-09-01,FL,opioid,5852.0
2022-10-01,FL,opioid,5835.0
2022-11-01,FL,opioid,5780.0
2022-12-01,FL,opioid,5790.0
2023-01-01,FL,opioid,5788.0
2023-02-01,FL,opioid,5781.0
2023-03-01,FL,opioid,5685.0
2023-04-01,FL,opioid,5670.0
2023-05-01,FL,opioid,5614.0
2023-06-01,FL,opioid,5578.0
2023-07-01,FL,opioid,5535.0
2023-08-01,FL,opioid,5488.0
2023-09-01,FL,opioid,5440.0
2023-10-01,FL,opioid,5364.0
2023-11-01,FL,opioid,5307.0
2023-12-01,FL,opioid,5237.0
2024-01-01,FL,opioid,5174.0
2024-02-01,FL,opioid,5084.0
2024-03-01,FL,opioid,4995.0
2024-04-01,FL,opioid,4865.0
2024-05-01,FL,opioid,4770.0
2024-06-01,FL,opioid,4627.0
2024-07-01,FL,opioid,4399.0
2024-08-01,FL,opioid,4190.0
2024-09-01,FL,opioid,3993.0
2025-08-01,FL,opioid,2384.0
2025-09-01,FL,opioid,2326.0
2025-10-01,FL,opioid,2298.0
2019-10-01,FL,stimulant,837.0
2019-11-01,FL,stimulant,855.0
2019-12-01,FL,stimulant,842.0
2020-01-01,FL,stimulant,863.0
2020-02-01,FL,stimulant,896.0
2020-03-01,FL,stimulant,987.0
2020-04-01,FL,stimulant,1043.0
2020-05-01,FL,stimulant,1106.0
2020-06-01,FL,stimulant,1139.0
2020-07-01,FL,stimulant,1186.0
2020-08-01,FL,stimulant,1276.0
2020-09-01,FL,stimulant,1289.0
2020-11-01,FL,stimulant,1339.0
2021-01-01,FL,stimulant,1408.0
2021-02-01,FL,stimulant,1465.0
2021-03-01,FL,stimulant,1469.0
2021-04-01,FL,stimulant,1542.0
2021-05-01,FL,stimulant,1563.0
2021-06-01,FL,stimulant,1633.0
2021-07-01,FL,stimulant,1684.0
2021-08-01,FL,stimulant,1708.0
2021-09-01,FL,stimulant,1770.0
2021-10-01,FL,stimulant,1852.0
2021-11-01,FL,stimulant,1893.0
2021-12-01,FL,stimulant,1967.0
2022-01-01,FL,stimulant,2008.0
2022-02-01,FL,stimulant,2043.0
2022-03-01,FL,stimulant,2081.0
2022-04-01,FL,stimulant,2047.0
2022-05-01,FL,stimulant,2074.0
2022-06-01,FL,stimulant,2060.0
2022-07-01,FL,stimulant,2059.0
2022-08-01,FL,stimulant,2059.0
2022-09-01,FL,stimulant,2051.0
2022-10-01,FL,stimulant,2048.0
2022-11-01,FL,stimulant,2006.0
2022-12-01,FL,stimulant,1989.0
2023-01-01,FL,stimulant,1982.0
2023-02-01,FL,stimulant,1968.0
2023-03-01,FL,stimulant,1948.0
2023-04-01,FL,stimulant,1954.0
2023-05-01,FL,stimulant,1919.0
2023-06-01,FL,stimulant,1910.0
2023-07-01,FL,stimulant,1910.0
2023-08-01,FL,stimulant,1912.0
2023-09-01,FL,stimulant,1889.0
2023-10-01,FL,stimulant,1893.0
2023-11-01,FL,stimulant,1909.0
2023-12-01,FL,stimulant,1926.0
2024-01-01,FL,stimulant,1939.0
2024-02-01,FL,stimulant,1944.0
2024-03-01,FL,stimulant,1947.0
2024-04-01,FL,stimulant,1909.0
2024-05-01,FL,stimulant,1894.0
2024-06-01,FL,stimulant,1838.0
2024-07-01,FL,stimulant,1765.0
2024-08-01,FL,stimulant,1697.0
2024-09-01,FL,stimulant,1657.0
2025-08-01,FL,stimulant,1109.0
2025-09-01,FL,stimulant,1099.0
2025-10-01,FL,stimulant,1087.0
2015-08-01,GA,cocaine,165.0
2015-09-01,GA,cocaine,171.0
2015-10-01,GA,cocaine,174.0
2015-11-01,GA,cocaine,170.0
2015-12-01,GA,cocaine,164.0
2016-01-01,GA,cocaine,162.0
2016-02-01,GA,cocaine,172.0
2016-03-01,GA,cocaine,169.0
2016-04-01,GA,cocaine,169.0
2016-05-01,GA,cocaine,172.0
2016-06-01,GA,cocaine,179.0
2016-07-01,GA,cocaine,190.0
2016-08-01,GA,cocaine,184.0
2016-09-01,GA,cocaine,188.0
2016-10-01,GA,cocaine,194.0
2016-11-01,GA,cocaine,208.0
2016-12-01,GA,cocaine,213.0
2017-01-01,GA,cocaine,222.0
2017-02-01,GA,cocaine,222.0
2017-03-01,GA,cocaine,233.0
2017-04-01,GA,cocaine,247.0
2017-05-01,GA,cocaine,245.0
2017-06-01,GA,cocaine,244.0
2017-07-01,GA,cocaine,249.0
2017-08-01,GA,cocaine,267.0
2017-09-01,GA,cocaine,264.0
2017-10-01,GA,cocaine,264.0
2017-11-01,GA,cocaine,258.0
2017-12-01,GA,cocaine,261.0
2018-01-01,GA,cocaine,251.0
2018-02-01,GA,cocaine,253.0
2018-03-01,GA,cocaine,274.0
2018-04-01,GA,cocaine,272.0
2018-05-01,GA,cocaine,276.0
2018-06-01,GA,cocaine,279.0
2018-07-01,GA,cocaine,268.0
2018-08-01,GA,cocaine,265.0
2018-09-01,GA,cocaine,271.0
2018-10-01,GA,cocaine,271.0
2018-11-01,GA,cocaine,273.0
2018-12-01,GA,cocaine,270.0
2019-01-01,GA,cocaine,289.0
2019-02-01,GA,cocaine,291.0
2019-03-01,GA,cocaine,276.0
2019-04-01,GA,cocaine,273.0
2019-05-01,GA,cocaine,285.0
2019-06-01,GA,cocaine,282.0
2019-07-01,GA,cocaine,284.0
2019-08-01,GA,cocaine,287.0
2019-09-01,GA,cocaine,293.0
2019-10-01,GA,cocaine,291.0
2019-11-01,GA,cocaine,295.0
2019-12-01,GA,cocaine,296.0
2020-01-01,GA,cocaine,288.0
2020-02-01,GA,cocaine,296.0
2020-03-01,GA,cocaine,297.0
2020-04-01,GA,cocaine,310.0
2020-05-01,GA,cocaine,316.0
2020-06-01,GA,cocaine,327.0
2020-07-01,GA,cocaine,334.0
2020-08-01,GA,cocaine,338.0
2020-09-01,GA,cocaine,336.0
2020-10-01,GA,cocaine,334.0
2020-11-01,GA,cocaine,334.0
2020-12-01,GA,cocaine,333.0
2021-01-01,GA,cocaine,340.0
2021-02-01,GA,cocaine,355.0
2021-03-01,GA,cocaine,356.0
2021-04-01,GA,cocaine,364.0
2021-05-01,GA,cocaine,365.0
2021-06-01,GA,cocaine,378.0
2021-07-01,GA,cocaine,380.0
2021-08-01,GA,cocaine,387.0
2021-09-01,GA,cocaine,400.0
2021-10-01,GA,cocaine,415.0
2021-11-01,GA,cocaine,443.0
2021-12-01,GA,cocaine,484.0
2022-01-01,GA,cocaine,508.0
2022-02-01,GA,cocaine,497.0
2022-03-01,GA,cocaine,518.0
2022-04-01,GA,cocaine,537.0
2022-05-01,GA,cocaine,545.0
2022-06-01,GA,cocaine,550.0
2022-07-01,GA,cocaine,575.0
2022-08-01,GA,cocaine,580.0
2022-09-01,GA,cocaine,592.0
2022-10-01,GA,cocaine,601.0
2022-11-01,GA,cocaine,588.0
2022-12-01,GA,cocaine,572.0
2023-01-01,GA,cocaine,559.0
2023-02-01,GA,cocaine,559.0
2023-03-01,GA,cocaine,566.0
2023-04-01,GA,cocaine,561.0
2023-05-01,GA,cocaine,559.0
2023-06-01,GA,cocaine,560.0
2023-07-01,GA,cocaine,561.0
2023-08-01,GA,cocaine,567.0
2023-09-01,GA,cocaine,569.0
2023-10-01,GA,cocaine,567.0
2023-11-01,GA,cocaine,589.0
2023-12-01,GA,cocaine,595.0
2024-01-01,GA,cocaine,603.0
2024-02-01,GA,cocaine,613.0
2024-03-01,GA,cocaine,599.0
2024-04-01,GA,cocaine,592.0
2024-05-01,GA,cocaine,592.0
2024-06-01,GA,cocaine,605.0
2024-07-01,GA,cocaine,599.0
2024-08-01,GA,cocaine,591.0
2024-09-01,GA,cocaine,574.0
2024-10-01,GA,cocaine,576.0
2024-11-01,GA,cocaine,553.0
2024-12-01,GA,cocaine,547.0
2025-01-01,GA,cocaine,540.0
2025-02-01,GA,cocaine,531.0
2025-03-01,GA,cocaine,525.0
2025-04-01,GA,cocaine,516.0
2025-05-01,GA,cocaine,503.0
2025-06-01,GA,cocaine,478.0
2025-07-01,GA,cocaine,466.0
2025-08-01,GA,cocaine,457.0
2025-09-01,GA,cocaine,460.0
2025-10-01,GA,cocaine,440.0
2015-08-01,GA,opioid,244.0
2015-09-01,GA,opioid,242.0
2015-10-01,GA,opioid,244.0
2015-11-01,GA,opioid,241.0
2015-12-01,GA,opioid,228.0
2016-01-01,GA,opioid,220.0
2016-02-01,GA,opioid,217.0
2016-03-01,GA,opioid,211.0
2016-04-01,GA,opioid,201.0
2016-05-01,GA,opioid,196.0
2016-06-01,GA,opioid,197.0
2016-07-01,GA,opioid,196.0
2016-08-01,GA,opioid,195.0
2016-09-01,GA,opioid,193.0
2016-10-01,GA,opioid,195.0
2016-11-01,GA,opioid,202.0
2016-12-01,GA,opioid,215.0
2017-01-01,GA,opioid,215.0
2017-02-01,GA,opioid,219.0
2017-03-01,GA,opioid,228.0
2017-04-01,GA,opioid,250.0
2017-05-01,GA,opioid,252.0
2017-06-01,GA,opioid,258.0
2017-07-01,GA,opioid,257.0
2017-08-01,GA,opioid,255.0
2017-09-01,GA,opioid,255.0
2017-10-01,GA,opioid,255.0
2017-11-01,GA,opioid,257.0
2017-12-01,GA,opioid,262.0
2018-01-01,GA,opioid,270.0
2018-02-01,GA,opioid,273.0
2018-03-01,GA,opioid,277.0
2018-04-01,GA,opioid,261.0
2018-05-01,GA,opioid,265.0
2018-06-01,GA,opioid,255.0
2018-07-01,GA,opioid,272.0
2018-08-01,GA,opioid,283.0
2018-09-01,GA,opioid,305.0
2018-10-01,GA,opioid,308.0
2018-11-01,GA,opioid,307.0
2018-12-01,GA,opioid,312.0
2019-01-01,GA,opioid,300.0
2019-02-01,GA,opioid,304.0
2019-03-01,GA,opioid,304.0
2019-04-01,GA,opioid,313.0
2019-05-01,GA,opioid,330.0
2019-06-01,GA,opioid,329.0
2019-07-01,GA,opioid,321.0
2019-08-01,GA,opioid,325.0
2019-09-01,GA,opioid,317.0
2019-10-01,GA,opioid,317.0
2019-11-01,GA,opioid,317.0
2019-12-01,GA,opioid,307.0
2020-01-01,GA,opioid,316.0
2020-02-01,GA,opioid,322.0
2020-03-01,GA,opioid,324.0
2020-04-01,GA,opioid,346.0
2020-05-01,GA,opioid,346.0
2020-06-01,GA,opioid,369.0
2020-07-01,GA,opioid,384.0
2020-08-01,GA,opioid,387.0
2020-09-01,GA,opioid,390.0
2020-10-01,GA,opioid,387.0
2020-11-01,GA,opioid,386.0
2020-12-01,GA,opioid,394.0
2021-01-01,GA,opioid,402.0
2021-02-01,GA,opioid,395.0
2021-03-01,GA,opioid,395.0
2021-04-01,GA,opioid,375.0
2021-05-01,GA,opioid,378.0
2021-06-01,GA,opioid,359.0
2021-07-01,GA,opioid,346.0
2021-08-01,GA,opioid,332.0
2021-09-01,GA,opioid,325.0
2021-10-01,GA,opioid,335.0
2021-11-01,GA,opioid,332.0
2021-12-01,GA,opioid,325.0
2022-01-01,GA,opioid,323.0
2022-02-01,GA,opioid,317.0
2022-03-01,GA,opioid,302.0
2022-04-01,GA,opioid,290.0
2022-05-01,GA,opioid,263.0
2022-06-01,GA,opioid,254.0
2022-07-01,GA,opioid,240.0
2022-08-01,GA,opioid,226.0
2022-09-01,GA,opioid,214.0
2022-10-01,GA,opioid,192.0
2022-11-01,GA,opioid,173.0
2022-12-01,GA,opioid,157.0
2023-01-01,GA,opioid,146.0
2023-02-01,GA,opioid,133.0
2023-03-01,GA,opioid,130.0
2023-04-01,GA,opioid,116.0
2023-05-01,GA,opioid,113.0
2023-06-01,GA,opioid,114.0
2023-07-01,GA,opioid,115.0
2023-08-01,GA,opioid,118.0
2023-09-01,GA,opioid,115.0
2023-10-01,GA,opioid,111.0
2023-11-01,GA,opioid,110.0
2023-12-01,GA,opioid,104.0
2024-01-01,GA,opioid,93.0
2024-02-01,GA,opioid,88.0
2024-03-01,GA,opioid,85.0
2024-04-01,GA,opioid,83.0
2024-05-01,GA,opioid,77.0
2024-06-01,GA,opioid,71.0
2024-07-01,GA,opioid,67.0
2024-08-01,GA,opioid,57.0
2024-09-01,GA,opioid,52.0
2024-10-01,GA,opioid,50.0
2024-11-01,GA,opioid,54.0
2024-12-01,GA,opioid,53.0
2025-01-01,GA,opioid,52.0
2025-02-01,GA,opioid,54.0
2025-03-01,GA,opioid,48.0
2025-04-01,GA,opioid,44.0
2025-05-01,GA,opioid,45.0
2025-06-01,GA,opioid,41.0
2025-07-01,GA,opioid,37.0
2025-08-01,GA,opioid,36.0
2025-09-01,GA,opioid,34.0
2025-10-01,GA,opioid,35.0
2015-08-01,GA,opioid,124.0
2015-09-01,GA,opioid,123.0
2015-10-01,GA,opioid,126.0
2015-11-01,GA,opioid,124.0
2015-12-01,GA,opioid,115.0
2016-01-01,GA,opioid,107.0
2016-02-01,GA,opioid,106.0
2016-03-01,GA,opioid,107.0
2016-04-01,GA,opioid,112.0
2016-05-01,GA,opioid,101.0
2016-06-01,GA,opioid,106.0
2016-07-01,GA,opioid,107.0
2016-08-01,GA,opioid,106.0
2016-09-01,GA,opioid,113.0
2016-10-01,GA,opioid,112.0
2016-11-01,GA,opioid,113.0
2016-12-01,GA,opioid,113.0
2017-01-01,GA,opioid,115.0
2017-02-01,GA,opioid,108.0
2017-03-01,GA,opioid,105.0
2017-04-01,GA,opioid,105.0
2017-05-01,GA,opioid,105.0
2017-06-01,GA,opioid,93.0
2017-07-01,GA,opioid,89.0
2017-08-01,GA,opioid,88.0
2017-09-01,GA,opioid,85.0
2017-10-01,GA,opioid,78.0
2017-11-01,GA,opioid,80.0
2017-12-01,GA,opioid,83.0
2018-01-01,GA,opioid,82.0
2018-02-01,GA,opioid,85.0
2018-03-01,GA,opioid,86.0
2018-04-01,GA,opioid,83.0
2018-05-01,GA,opioid,90.0
2018-06-01,GA,opioid,98.0
2018-07-01,GA,opioid,99.0
2018-08-01,GA,opioid,100.0
2018-09-01,GA,opioid,91.0
2018-10-01,GA,opioid,92.0
2018-11-01,GA,opioid,86.0
2018-12-01,GA,opioid,85.0
2019-01-01,GA,opioid,87.0
2019-02-01,GA,opioid,83.0
2019-03-01,GA,opioid,83.0
2019-04-01,GA,opioid,84.0
2019-05-01,GA,opioid,76.0
2019-06-01,GA,opioid,70.0
2019-07-01,GA,opioid,69.0
2019-08-01,GA,opioid,65.0
2019-09-01,GA,opioid,65.0
2019-10-01,GA,opioid,63.0
2019-11-01,GA,opioid,64.0
2019-12-01,GA,opioid,57.0
2020-01-01,GA,opioid,54.0
2020-02-01,GA,opioid,53.0
2020-03-01,GA,opioid,47.0
2020-04-01,GA,opioid,47.0
2020-05-01,GA,opioid,51.0
2020-06-01,GA,opioid,55.0
2020-07-01,GA,opioid,55.0
2020-08-01,GA,opioid,63.0
2020-09-01,GA,opioid,67.0
2020-10-01,GA,opioid,67.0
2020-11-01,GA,opioid,68.0
2020-12-01,GA,opioid,73.0
2021-01-01,GA,opioid,74.0
2021-02-01,GA,opioid,76.0
2021-03-01,GA,opioid,82.0
2021-04-01,GA,opioid,79.0
2021-05-01,GA,opioid,76.0
2021-06-01,GA,opioid,74.0
2021-07-01,GA,opioid,74.0
2021-08-01,GA,opioid,66.0
2021-09-01,GA,opioid,67.0
2021-10-01,GA,opioid,69.0
2021-11-01,GA,opioid,67.0
2021-12-01,GA,opioid,66.0
2022-01-01,GA,opioid,65.0
2022-02-01,GA,opioid,63.0
2022-03-01,GA,opioid,56.0
2022-04-01,GA,opioid,61.0
2022-05-01,GA,opioid,59.0
2022-06-01,GA,opioid,58.0
2022-07-01,GA,opioid,59.0
2022-08-01,GA,opioid,62.0
2022-09-01,GA,opioid,61.0
2022-10-01,GA,opioid,57.0
2022-11-01,GA,opioid,57.0
2022-12-01,GA,opioid,56.0
2023-01-01,GA,opioid,56.0
2023-02-01,GA,opioid,55.0
2023-03-01,GA,opioid,59.0
2023-04-01,GA,opioid,54.0
2023-05-01,GA,opioid,58.0
2023-06-01,GA,opioid,56.0
2023-07-01,GA,opioid,55.0
2023-08-01,GA,opioid,52.0
2023-09-01,GA,opioid,50.0
2023-10-01,GA,opioid,52.0
2023-11-01,GA,opioid,54.0
2023-12-01,GA,opioid,56.0
2024-01-01,GA,opioid,55.0
2024-02-01,GA,opioid,61.0
2024-03-01,GA,opioid,58.0
2024-04-01,GA,opioid,61.0
2024-05-01,GA,opioid,58.0
2024-06-01,GA,opioid,57.0
2024-07-01,GA,opioid,57.0
2024-08-01,GA,opioid,58.0
2024-09-01,GA,opioid,54.0
2024-10-01,GA,opioid,53.0
2024-11-01,GA,opioid,50.0
2024-12-01,GA,opioid,47.0
2025-01-01,GA,opioid,45.0
2025-02-01,GA,opioid,40.0
2025-03-01,GA,opioid,38.0
2025-04-01,GA,opioid,34.0
2025-05-01,GA,opioid,34.0
2025-06-01,GA,opioid,36.0
2025-07-01,GA,opioid,36.0
2025-08-01,GA,opioid,34.0
2025-09-01,GA,opioid,35.0
2025-10-01,GA,opioid,34.0
2015-08-01,GA,opioid,451.0
2015-09-01,GA,opioid,439.0
2015-10-01,GA,opioid,448.0
2015-11-01,GA,opioid,446.0
2015-12-01,GA,opioid,444.0
2016-01-01,GA,opioid,434.0
2016-02-01,GA,opioid,415.0
2016-03-01,GA,opioid,420.0
2016-04-01,GA,opioid,438.0
2016-05-01,GA,opioid,429.0
2016-06-01,GA,opioid,435.0
2016-07-01,GA,opioid,440.0
2016-08-01,GA,opioid,440.0
2016-09-01,GA,opioid,446.0
2016-10-01,GA,opioid,445.0
2016-11-01,GA,opioid,449.0
2016-12-01,GA,opioid,455.0
2017-01-01,GA,opioid,461.0
2017-02-01,GA,opioid,486.0
2017-03-01,GA,opioid,498.0
2017-04-01,GA,opioid,504.0
2017-05-01,GA,opioid,512.0
2017-06-01,GA,opioid,506.0
2017-07-01,GA,opioid,499.0
2017-08-01,GA,opioid,505.0
2017-09-01,GA,opioid,505.0
2017-10-01,GA,opioid,510.0
2017-11-01,GA,opioid,504.0
2017-12-01,GA,opioid,512.0
2018-01-01,GA,opioid,504.0
2018-02-01,GA,opioid,480.0
2018-03-01,GA,opioid,479.0
2018-04-01,GA,opioid,459.0
2018-05-01,GA,opioid,461.0
2018-06-01,GA,opioid,461.0
2018-07-01,GA,opioid,461.0
2018-08-01,GA,opioid,451.0
2018-09-01,GA,opioid,445.0
2018-10-01,GA,opioid,429.0
2018-11-01,GA,opioid,411.0
2018-12-01,GA,opioid,388.0
2019-01-01,GA,opioid,380.0
2019-02-01,GA,opioid,385.0
2019-03-01,GA,opioid,379.0
2019-04-01,GA,opioid,378.0
2019-05-01,GA,opioid,372.0
2019-06-01,GA,opioid,370.0
2019-07-01,GA,opioid,357.0
2019-08-01,GA,opioid,357.0
2019-09-01,GA,opioid,360.0
2019-10-01,GA,opioid,362.0
2019-11-01,GA,opioid,363.0
2019-12-01,GA,opioid,367.0
2020-01-01,GA,opioid,367.0
2020-02-01,GA,opioid,377.0
2020-03-01,GA,opioid,369.0
2020-04-01,GA,opioid,365.0
2020-05-01,GA,opioid,381.0
2020-06-01,GA,opioid,389.0
2020-07-01,GA,opioid,409.0
2020-08-01,GA,opioid,423.0
2020-09-01,GA,opioid,426.0
2020-10-01,GA,opioid,429.0
2020-11-01,GA,opioid,432.0
2020-12-01,GA,opioid,439.0
2021-01-01,GA,opioid,448.0
2021-02-01,GA,opioid,448.0
2021-03-01,GA,opioid,474.0
2021-04-01,GA,opioid,485.0
2021-05-01,GA,opioid,485.0
2021-06-01,GA,opioid,471.0
2021-07-01,GA,opioid,459.0
2021-08-01,GA,opioid,453.0
2021-09-01,GA,opioid,462.0
2021-10-01,GA,opioid,473.0
2021-11-01,GA,opioid,481.0
2021-12-01,GA,opioid,494.0
2022-01-01,GA,opioid,509.0
2022-02-01,GA,opioid,505.0
2022-03-01,GA,opioid,492.0
2022-04-01,GA,opioid,490.0
2022-05-01,GA,opioid,487.0
2022-06-01,GA,opioid,496.0
2022-07-01,GA,opioid,494.0
2022-08-01,GA,opioid,505.0
2022-09-01,GA,opioid,509.0
2022-10-01,GA,opioid,498.0
2022-11-01,GA,opioid,491.0
2022-12-01,GA,opioid,467.0
2023-01-01,GA,opioid,448.0
2023-02-01,GA,opioid,449.0
2023-03-01,GA,opioid,443.0
2023-04-01,GA,opioid,438.0
2023-05-01,GA,opioid,425.0
2023-06-01,GA,opioid,424.0
2023-07-01,GA,opioid,423.0
2023-08-01,GA,opioid,399.0
2023-09-01,GA,opioid,385.0
2023-10-01,GA,opioid,382.0
2023-11-01,GA,opioid,383.0
