date,state,substance,deaths
2016-04-01,AK,cocaine,11.0
2016-05-01,AK,cocaine,11.0
2016-06-01,AK,cocaine,11.0
2016-07-01,AK,cocaine,13.0
2016-08-01,AK,cocaine,12.0
2016-09-01,AK,cocaine,11.0
2016-10-01,AK,cocaine,13.0
2016-11-01,AK,cocaine,15.0
2016-12-01,AK,cocaine,15.0
2017-01-01,AK,cocaine,15.0
2017-02-01,AK,cocaine,18.0
2017-03-01,AK,cocaine,19.0
2017-04-01,AK,cocaine,16.0
2017-05-01,AK,cocaine,18.0
2017-06-01,AK,cocaine,20.0
2017-07-01,AK,cocaine,20.0
2017-08-01,AK,cocaine,21.0
2017-09-01,AK,cocaine,22.0
2017-10-01,AK,cocaine,20.0
2017-11-01,AK,cocaine,17.0
2017-12-01,AK,cocaine,18.0
2018-01-01,AK,cocaine,16.0
2018-02-01,AK,cocaine,14.0
2018-03-01,AK,cocaine,13.0
2018-04-01,AK,cocaine,15.0
2018-05-01,AK,cocaine,12.0
2018-06-01,AK,cocaine,10.0
2018-11-01,AK,cocaine,10.0
2018-12-01,AK,cocaine,10.0
2019-01-01,AK,cocaine,10.0
2019-02-01,AK,cocaine,11.0
2019-03-01,AK,cocaine,12.0
2019-04-01,AK,cocaine,10.0
2019-05-01,AK,cocaine,12.0
2019-06-01,AK,cocaine,12.0
2019-07-01,AK,cocaine,13.0
2019-08-01,AK,cocaine,12.0
2019-09-01,AK,cocaine,12.0
2019-10-01,AK,cocaine,12.0
2020-04-01,AK,cocaine,10.0
2020-05-01,AK,cocaine,10.0
2020-06-01,AK,cocaine,12.0
2020-07-01,AK,cocaine,13.0
2020-08-01,AK,cocaine,13.0
2020-09-01,AK,cocaine,13.0
2020-10-01,AK,cocaine,15.0
2020-11-01,AK,cocaine,18.0
2020-12-01,AK,cocaine,21.0
2021-01-01,AK,cocaine,20.0
2021-02-01,AK,cocaine,21.0
2021-03-01,AK,cocaine,20.0
2021-04-01,AK,cocaine,19.0
2021-05-01,AK,cocaine,18.0
2021-06-01,AK,cocaine,17.0
2021-07-01,AK,cocaine,17.0
2021-08-01,AK,cocaine,18.0
2021-09-01,AK,cocaine,18.0
2021-10-01,AK,cocaine,17.0
2021-11-01,AK,cocaine,14.0
2021-12-01,AK,cocaine,11.0
2022-01-01,AK,cocaine,10.0
2022-02-01,AK,cocaine,10.0
2022-06-01,AK,cocaine,10.0
2022-08-01,AK,cocaine,10.0
2022-09-01,AK,cocaine,10.0
2022-10-01,AK,cocaine,13.0
2022-11-01,AK,cocaine,16.0
2022-12-01,AK,cocaine,21.0
2023-01-01,AK,cocaine,22.0
2023-02-01,AK,cocaine,21.0
2023-03-01,AK,cocaine,22.0
2023-04-01,AK,cocaine,24.0
2023-05-01,AK,cocaine,27.0
2023-06-01,AK,cocaine,28.0
2023-07-01,AK,cocaine,29.0
2023-08-01,AK,cocaine,31.0
2023-09-01,AK,cocaine,34.0
2023-10-01,AK,cocaine,31.0
2023-11-01,AK,cocaine,30.0
2023-12-01,AK,cocaine,31.0
2024-01-01,AK,cocaine,35.0
2024-02-01,AK,cocaine,36.0
2024-03-01,AK,cocaine,36.0
2024-04-01,AK,cocaine,39.0
2024-05-01,AK,cocaine,39.0
2024-06-01,AK,cocaine,38.0
2024-07-01,AK,cocaine,39.0
2024-08-01,AK,cocaine,37.0
2024-09-01,AK,cocaine,33.0
2024-10-01,AK,cocaine,32.0
2024-11-01,AK,cocaine,34.0
2024-12-01,AK,cocaine,31.0
2025-01-01,AK,cocaine,26.0
2025-02-01,AK,cocaine,28.0
2025-03-01,AK,cocaine,30.0
2025-04-01,AK,cocaine,28.0
2025-05-01,AK,cocaine,28.0
2025-06-01,AK,cocaine,30.0
2025-07-01,AK,cocaine,31.0
2025-08-01,AK,cocaine,31.0
2025-09-01,AK,cocaine,35.0
2025-10-01,AK,cocaine,38.0
2015-10-01,AK,opioid,39.0
2015-11-01,AK,opioid,34.0
2016-01-01,AK,opioid,35.0
2016-02-01,AK,opioid,37.0
2016-03-01,AK,opioid,38.0
2016-04-01,AK,opioid,40.0
2016-05-01,AK,opioid,44.0
2016-06-01,AK,opioid,40.0
2016-07-01,AK,opioid,42.0
2016-08-01,AK,opioid,39.0
2016-09-01,AK,opioid,37.0
2016-10-01,AK,opioid,38.0
2016-11-01,AK,opioid,45.0
2016-12-01,AK,opioid,49.0
2017-01-01,AK,opioid,50.0
2017-02-01,AK,opioid,49.0
2017-03-01,AK,opioid,47.0
2017-04-01,AK,opioid,43.0
2017-05-01,AK,opioid,40.0
2017-06-01,AK,opioid,42.0
2017-07-01,AK,opioid,44.0
2017-08-01,AK,opioid,46.0
2017-09-01,AK,opioid,46.0
2017-10-01,AK,opioid,46.0
2017-11-01,AK,opioid,38.0
2017-12-01,AK,opioid,36.0
2018-01-01,AK,opioid,36.0
2018-02-01,AK,opioid,37.0
2018-03-01,AK,opioid,35.0
2018-04-01,AK,opioid,36.0
2018-05-01,AK,opioid,33.0
2018-06-01,AK,opioid,31.0
2018-07-01,AK,opioid,26.0
2018-08-01,AK,opioid,24.0
2018-09-01,AK,opioid,24.0
2018-10-01,AK,opioid,24.0
2018-11-01,AK,opioid,28.0
2018-12-01,AK,opioid,28.0
2019-01-01,AK,opioid,27.0
2019-02-01,AK,opioid,31.0
2019-03-01,AK,opioid,35.0
2019-04-01,AK,opioid,35.0
2019-05-01,AK,opioid,37.0
2019-06-01,AK,opioid,40.0
2019-07-01,AK,opioid,43.0
2019-08-01,AK,opioid,43.0
2019-09-01,AK,opioid,44.0
2019-10-01,AK,opioid,49.0
2019-11-01,AK,opioid,47.0
2019-12-01,AK,opioid,45.0
2020-01-01,AK,opioid,43.0
2020-02-01,AK,opioid,36.0
2020-03-01,AK,opioid,34.0
2020-04-01,AK,opioid,34.0
2020-05-01,AK,opioid,37.0
2020-06-01,AK,opioid,41.0
2020-07-01,AK,opioid,39.0
2020-08-01,AK,opioid,39.0
2020-09-01,AK,opioid,36.0
2020-10-01,AK,opioid,27.0
2020-11-01,AK,opioid,27.0
2020-12-01,AK,opioid,31.0
2021-01-01,AK,opioid,34.0
2021-02-01,AK,opioid,35.0
2021-03-01,AK,opioid,44.0
2021-04-01,AK,opioid,49.0
2021-05-01,AK,opioid,59.0
2021-06-01,AK,opioid,58.0
2021-07-01,AK,opioid,58.0
2021-08-01,AK,opioid,60.0
2021-09-01,AK,opioid,62.0
2021-10-01,AK,opioid,67.0
2021-11-01,AK,opioid,71.0
2021-12-01,AK,opioid,66.0
2022-01-01,AK,opioid,64.0
2022-02-01,AK,opioid,64.0
2022-03-01,AK,opioid,62.0
2022-04-01,AK,opioid,59.0
2022-05-01,AK,opioid,48.0
2022-06-01,AK,opioid,47.0
2022-07-01,AK,opioid,48.0
2022-08-01,AK,opioid,49.0
2022-09-01,AK,opioid,49.0
2022-10-01,AK,opioid,45.0
2022-11-01,AK,opioid,40.0
2022-12-01,AK,opioid,40.0
2023-01-01,AK,opioid,39.0
2023-02-01,AK,opioid,40.0
2023-03-01,AK,opioid,33.0
2023-04-01,AK,opioid,31.0
2023-05-01,AK,opioid,29.0
2023-06-01,AK,opioid,26.0
2023-07-01,AK,opioid,25.0
2023-08-01,AK,opioid,20.0
2023-09-01,AK,opioid,19.0
2023-10-01,AK,opioid,18.0
2023-11-01,AK,opioid,17.0
2023-12-01,AK,opioid,16.0
2024-01-01,AK,opioid,14.0
2024-02-01,AK,opioid,13.0
2024-03-01,AK,opioid,12.0
2024-04-01,AK,opioid,10.0
2015-10-01,AK,opioid,10.0
2015-11-01,AK,opioid,10.0
2016-01-01,AK,opioid,13.0
2016-02-01,AK,opioid,15.0
2016-03-01,AK,opioid,16.0
2016-04-01,AK,opioid,18.0
2016-05-01,AK,opioid,17.0
2016-06-01,AK,opioid,20.0
2016-07-01,AK,opioid,21.0
2016-08-01,AK,opioid,19.0
2016-09-01,AK,opioid,17.0
2016-10-01,AK,opioid,15.0
2016-11-01,AK,opioid,15.0
2016-12-01,AK,opioid,14.0
2017-01-01,AK,opioid,11.0
2017-02-01,AK,opioid,10.0
2017-03-01,AK,opioid,10.0
2017-05-01,AK,opioid,10.0
2018-02-01,AK,opioid,10.0
2018-03-01,AK,opioid,10.0
2018-04-01,AK,opioid,11.0
2018-06-01,AK,opioid,10.0
2019-01-01,AK,opioid,10.0
2019-10-01,AK,opioid,10.0
2019-11-01,AK,opioid,10.0
2020-08-01,AK,opioid,10.0
2021-03-01,AK,opioid,10.0
2021-04-01,AK,opioid,11.0
2021-05-01,AK,opioid,14.0
2021-06-01,AK,opioid,12.0
2021-07-01,AK,opioid,13.0
2021-08-01,AK,opioid,12.0
2021-09-01,AK,opioid,12.0
2021-10-01,AK,opioid,11.0
2021-11-01,AK,opioid,10.0
2021-12-01,AK,opioid,12.0
2022-01-01,AK,opioid,11.0
2022-02-01,AK,opioid,11.0
2022-12-01,AK,opioid,10.0
2023-01-01,AK,opioid,12.0
2023-02-01,AK,opioid,16.0
2023-03-01,AK,opioid,16.0
2023-04-01,AK,opioid,16.0
2023-05-01,AK,opioid,16.0
2023-06-01,AK,opioid,15.0
2023-07-01,AK,opioid,15.0
2023-08-01,AK,opioid,15.0
2023-09-01,AK,opioid,13.0
2023-10-01,AK,opioid,15.0
2023-11-01,AK,opioid,17.0
2023-12-01,AK,opioid,14.0
2024-01-01,AK,opioid,15.0
2024-02-01,AK,opioid,12.0
2024-03-01,AK,opioid,12.0
2024-04-01,AK,opioid,13.0
2024-05-01,AK,opioid,14.0
2024-06-01,AK,opioid,14.0
2024-07-01,AK,opioid,15.0
2024-08-01,AK,opioid,15.0
2024-09-01,AK,opioid,15.0
2024-10-01,AK,opioid,15.0
2024-11-01,AK,opioid,13.0
2024-12-01,AK,opioid,14.0
2025-01-01,AK,opioid,13.0
2025-02-01,AK,opioid,13.0
2025-03-01,AK,opioid,14.0
2025-04-01,AK,opioid,14.0
2025-05-01,AK,opioid,14.0
2025-06-01,AK,opioid,15.0
2025-07-01,AK,opioid,14.0
2025-08-01,AK,opioid,16.0
2025-09-01,AK,opioid,17.0
2025-10-01,AK,opioid,14.0
2015-10-01,AK,opioid,49.0
2015-11-01,AK,opioid,48.0
2016-01-01,AK,opioid,60.0
2016-02-01,AK,opioid,61.0
2016-03-01,AK,opioid,57.0
2016-04-01,AK,opioid,60.0
2016-05-01,AK,opioid,63.0
2016-06-01,AK,opioid,60.0
2016-07-01,AK,opioid,60.0
2016-08-01,AK,opioid,55.0
2016-09-01,AK,opioid,54.0
2016-10-01,AK,opioid,53.0
2016-11-01,AK,opioid,51.0
2016-12-01,AK,opioid,46.0
2017-01-01,AK,opioid,40.0
2017-02-01,AK,opioid,36.0
2017-03-01,AK,opioid,35.0
2017-04-01,AK,opioid,30.0
2017-05-01,AK,opioid,32.0
2017-06-01,AK,opioid,35.0
2017-07-01,AK,opioid,40.0
2017-08-01,AK,opioid,44.0
2017-09-01,AK,opioid,48.0
2017-10-01,AK,opioid,45.0
2017-11-01,AK,opioid,43.0
2017-12-01,AK,opioid,46.0
2018-01-01,AK,opioid,46.0
2018-02-01,AK,opioid,48.0
2018-03-01,AK,opioid,47.0
2018-04-01,AK,opioid,48.0
2018-05-01,AK,opioid,43.0
2018-06-01,AK,opioid,43.0
2018-07-01,AK,opioid,38.0
2018-08-01,AK,opioid,37.0
2018-09-01,AK,opioid,31.0
2018-10-01,AK,opioid,31.0
2018-11-01,AK,opioid,34.0
2018-12-01,AK,opioid,33.0
2019-01-01,AK,opioid,37.0
2019-02-01,AK,opioid,40.0
2019-03-01,AK,opioid,45.0
2019-04-01,AK,opioid,44.0
2019-05-01,AK,opioid,44.0
2019-06-01,AK,opioid,41.0
2019-07-01,AK,opioid,43.0
2019-08-01,AK,opioid,40.0
2019-09-01,AK,opioid,40.0
2019-10-01,AK,opioid,44.0
2019-11-01,AK,opioid,43.0
2019-12-01,AK,opioid,41.0
2020-01-01,AK,opioid,38.0
2020-02-01,AK,opioid,34.0
2020-03-01,AK,opioid,29.0
2020-04-01,AK,opioid,30.0
2020-05-01,AK,opioid,32.0
2020-06-01,AK,opioid,37.0
2020-07-01,AK,opioid,37.0
2020-08-01,AK,opioid,38.0
2020-09-01,AK,opioid,40.0
2020-10-01,AK,opioid,35.0
2020-11-01,AK,opioid,36.0
2020-12-01,AK,opioid,37.0
2021-01-01,AK,opioid,36.0
2021-02-01,AK,opioid,38.0
2021-03-01,AK,opioid,47.0
2021-04-01,AK,opioid,50.0
2021-05-01,AK,opioid,56.0
2021-06-01,AK,opioid,54.0
2021-07-01,AK,opioid,59.0
2021-08-01,AK,opioid,64.0
2021-09-01,AK,opioid,68.0
2021-10-01,AK,opioid,72.0
2021-11-01,AK,opioid,74.0
2021-12-01,AK,opioid,74.0
2022-01-01,AK,opioid,75.0
2022-02-01,AK,opioid,74.0
2022-03-01,AK,opioid,70.0
2022-04-01,AK,opioid,68.0
2022-05-01,AK,opioid,59.0
2022-06-01,AK,opioid,65.0
2022-07-01,AK,opioid,61.0
2022-08-01,AK,opioid,57.0
2022-09-01,AK,opioid,55.0
2022-10-01,AK,opioid,52.0
2022-11-01,AK,opioid,49.0
2022-12-01,AK,opioid,49.0
2023-01-01,AK,opioid,48.0
2023-02-01,AK,opioid,49.0
2023-03-01,AK,opioid,48.0
2023-04-01,AK,opioid,50.0
2023-05-01,AK,opioid,52.0
2023-06-01,AK,opioid,43.0
2023-07-01,AK,opioid,42.0
2023-08-01,AK,opioid,41.0
2023-09-01,AK,opioid,38.0
2023-10-01,AK,opioid,36.0
2023-11-01,AK,opioid,36.0
2023-12-01,AK,opioid,34.0
2024-01-01,AK,opioid,38.0
2024-02-01,AK,opioid,37.0
2024-03-01,AK,opioid,31.0
2024-04-01,AK,opioid,27.0
2024-05-01,AK,opioid,24.0
2024-06-01,AK,opioid,25.0
2024-07-01,AK,opioid,23.0
2024-08-01,AK,opioid,22.0
2024-09-01,AK,opioid,22.0
2024-10-01,AK,opioid,24.0
2024-11-01,AK,opioid,23.0
2024-12-01,AK,opioid,28.0
2025-01-01,AK,opioid,23.0
2025-02-01,AK,opioid,25.0
2025-03-01,AK,opioid,29.0
2025-04-01,AK,opioid,32.0
2025-05-01,AK,opioid,36.0
2025-06-01,AK,opioid,36.0
2025-07-01,AK,opioid,38.0
2025-08-01,AK,opioid,39.0
2025-09-01,AK,opioid,38.0
2025-10-01,AK,opioid,36.0
2015-10-01,AK,opioid,55.0
2015-11-01,AK,opioid,54.0
2016-01-01,AK,opioid,66.0
2016-02-01,AK,opioid,68.0
2016-03-01,AK,opioid,64.0
2016-04-01,AK,opioid,68.0
2016-05-01,AK,opioid,70.0
2016-06-01,AK,opioid,69.0
2016-07-01,AK,opioid,70.0
2016-08-01,AK,opioid,64.0
2016-09-01,AK,opioid,62.0
2016-10-01,AK,opioid,60.0
2016-11-01,AK,opioid,59.0
2016-12-01,AK,opioid,53.0
2017-01-01,AK,opioid,47.0
2017-02-01,AK,opioid,42.0
2017-03-01,AK,opioid,41.0
2017-04-01,AK,opioid,35.0
2017-05-01,AK,opioid,39.0
2017-06-01,AK,opioid,40.0
2017-07-01,AK,opioid,44.0
2017-08-01,AK,opioid,48.0
2017-09-01,AK,opioid,52.0
2017-10-01,AK,opioid,49.0
2017-11-01,AK,opioid,47.0
2017-12-01,AK,opioid,50.0
2018-01-01,AK,opioid,51.0
2018-02-01,AK,opioid,54.0
2018-03-01,AK,opioid,53.0
2018-04-01,AK,opioid,55.0
2018-05-01,AK,opioid,48.0
2018-06-01,AK,opioid,48.0
2018-07-01,AK,opioid,43.0
2018-08-01,AK,opioid,42.0
2018-09-01,AK,opioid,36.0
2018-10-01,AK,opioid,36.0
2018-11-01,AK,opioid,38.0
2018-12-01,AK,opioid,37.0
2019-01-01,AK,opioid,40.0
2019-02-01,AK,opioid,42.0
2019-03-01,AK,opioid,47.0
2019-04-01,AK,opioid,45.0
2019-05-01,AK,opioid,45.0
2019-06-01,AK,opioid,43.0
2019-07-01,AK,opioid,45.0
2019-08-01,AK,opioid,42.0
2019-09-01,AK,opioid,43.0
2019-10-01,AK,opioid,48.0
2019-11-01,AK,opioid,48.0
2019-12-01,AK,opioid,46.0
2020-01-01,AK,opioid,44.0
2020-02-01,AK,opioid,40.0
2020-03-01,AK,opioid,35.0
2020-04-01,AK,opioid,36.0
2020-05-01,AK,opioid,38.0
2020-06-01,AK,opioid,44.0
2020-07-01,AK,opioid,44.0
2020-08-01,AK,opioid,46.0
2020-09-01,AK,opioid,47.0
2020-10-01,AK,opioid,43.0
2020-11-01,AK,opioid,44.0
2020-12-01,AK,opioid,44.0
2021-01-01,AK,opioid,43.0
2021-02-01,AK,opioid,45.0
2021-03-01,AK,opioid,55.0
2021-04-01,AK,opioid,58.0
2021-05-01,AK,opioid,65.0
2021-06-01,AK,opioid,62.0
2021-07-01,AK,opioid,67.0
2021-08-01,AK,opioid,71.0
2021-09-01,AK,opioid,75.0
2021-10-01,AK,opioid,78.0
2021-11-01,AK,opioid,79.0
2021-12-01,AK,opioid,81.0
2022-01-01,AK,opioid,81.0
2022-02-01,AK,opioid,80.0
2022-03-01,AK,opioid,75.0
2022-04-01,AK,opioid,73.0
2022-05-01,AK,opioid,63.0
2022-06-01,AK,opioid,69.0
2022-07-01,AK,opioid,65.0
2022-08-01,AK,opioid,61.0
2022-09-01,AK,opioid,59.0
2022-10-01,AK,opioid,55.0
2022-11-01,AK,opioid,54.0
2022-12-01,AK,opioid,55.0
2023-01-01,AK,opioid,55.0
2023-02-01,AK,opioid,60.0
2023-03-01,AK,opioid,59.0
2023-04-01,AK,opioid,61.0
2023-05-01,AK,opioid,63.0
2023-06-01,AK,opioid,53.0
2023-07-01,AK,opioid,52.0
2023-08-01,AK,opioid,51.0
2023-09-01,AK,opioid,48.0
2023-10-01,AK,opioid,49.0
2023-11-01,AK,opioid,51.0
2023-12-01,AK,opioid,47.0
2024-01-01,AK,opioid,53.0
2024-02-01,AK,opioid,48.0
2024-03-01,AK,opioid,42.0
2024-04-01,AK,opioid,39.0
2024-05-01,AK,opioid,37.0
2024-06-01,AK,opioid,38.0
2024-07-01,AK,opioid,37.0
2024-08-01,AK,opioid,36.0
2024-09-01,AK,opioid,36.0
2024-10-01,AK,opioid,38.0
2024-11-01,AK,opioid,35.0
2024-12-01,AK,opioid,41.0
2025-01-01,AK,opioid,35.0
2025-02-01,AK,opioid,38.0
2025-03-01,AK,opioid,43.0
2025-04-01,AK,opioid,46.0
2025-05-01,AK,opioid,50.0
2025-06-01,AK,opioid,51.0
2025-07-01,AK,opioid,52.0
2025-08-01,AK,opioid,55.0
2025-09-01,AK,opioid,55.0
2025-10-01,AK,opioid,50.0
2015-10-01,AK,opioid,66.0
2015-11-01,AK,opioid,64.0
2016-01-01,AK,opioid,75.0
2016-02-01,AK,opioid,76.0
2016-03-01,AK,opioid,72.0
2016-04-01,AK,opioid,75.0
2016-05-01,AK,opioid,77.0
2016-06-01,AK,opioid,76.0
2016-07-01,AK,opioid,78.0
2016-08-01,AK,opioid,72.0
2016-09-01,AK,opioid,68.0
2016-10-01,AK,opioid,64.0
2016-11-01,AK,opioid,64.0
2016-12-01,AK,opioid,59.0
2017-01-01,AK,opioid,54.0
2017-02-01,AK,opioid,50.0
2017-03-01,AK,opioid,49.0
2017-04-01,AK,opioid,44.0
2017-05-01,AK,opioid,53.0
2017-06-01,AK,opioid,57.0
2017-07-01,AK,opioid,63.0
2017-08-01,AK,opioid,68.0
2017-09-01,AK,opioid,74.0
2017-10-01,AK,opioid,72.0
2017-11-01,AK,opioid,70.0
2017-12-01,AK,opioid,75.0
2018-01-01,AK,opioid,77.0
2018-02-01,AK,opioid,80.0
2018-03-01,AK,opioid,79.0
2018-04-01,AK,opioid,80.0
2018-05-01,AK,opioid,67.0
2018-06-01,AK,opioid,65.0
2018-07-01,AK,opioid,59.0
2018-08-01,AK,opioid,56.0
2018-09-01,AK,opioid,48.0
2018-10-01,AK,opioid,48.0
2018-11-01,AK,opioid,50.0
2018-12-01,AK,opioid,46.0
2019-01-01,AK,opioid,48.0
2019-02-01,AK,opioid,51.0
2019-03-01,AK,opioid,57.0
2019-04-01,AK,opioid,55.0
2019-05-01,AK,opioid,55.0
2019-06-01,AK,opioid,53.0
2019-07-01,AK,opioid,53.0
2019-08-01,AK,opioid,50.0
2019-09-01,AK,opioid,55.0
2019-10-01,AK,opioid,63.0
2019-11-01,AK,opioid,62.0
2019-12-01,AK,opioid,60.0
2020-01-01,AK,opioid,56.0
2020-02-01,AK,opioid,53.0
2020-03-01,AK,opioid,51.0
2020-04-01,AK,opioid,57.0
2020-05-01,AK,opioid,65.0
2020-06-01,AK,opioid,72.0
2020-07-01,AK,opioid,76.0
2020-08-01,AK,opioid,83.0
2020-09-01,AK,opioid,81.0
2020-10-01,AK,opioid,76.0
2020-11-01,AK,opioid,81.0
2020-12-01,AK,opioid,88.0
2021-01-01,AK,opioid,95.0
2021-02-01,AK,opioid,97.0
2021-03-01,AK,opioid,111.0
2021-04-01,AK,opioid,117.0
2021-05-01,AK,opioid,131.0
2021-06-01,AK,opioid,134.0
2021-07-01,AK,opioid,142.0
2021-08-01,AK,opioid,149.0
2021-09-01,AK,opioid,159.0
2021-10-01,AK,opioid,172.0
2021-11-01,AK,opioid,181.0
2021-12-01,AK,opioid,179.0
2022-01-01,AK,opioid,174.0
2022-02-01,AK,opioid,179.0
2022-03-01,AK,opioid,181.0
2022-04-01,AK,opioid,178.0
2022-05-01,AK,opioid,166.0
2022-06-01,AK,opioid,173.0
2022-07-01,AK,opioid,173.0
2022-08-01,AK,opioid,176.0
2022-09-01,AK,opioid,173.0
2022-10-01,AK,opioid,165.0
2022-11-01,AK,opioid,162.0
2022-12-01,AK,opioid,179.0
2023-01-01,AK,opioid,193.0
2023-02-01,AK,opioid,201.0
2023-03-01,AK,opioid,193.0
2023-04-01,AK,opioid,203.0
2023-05-01,AK,opioid,216.0
2023-06-01,AK,opioid,214.0
2023-07-01,AK,opioid,218.0
2023-08-01,AK,opioid,220.0
2023-09-01,AK,opioid,241.0
2023-10-01,AK,opioid,253.0
2023-11-01,AK,opioid,265.0
2023-12-01,AK,opioid,283.0
2024-01-01,AK,opioid,296.0
2024-02-01,AK,opioid,311.0
2024-03-01,AK,opioid,320.0
2024-04-01,AK,opioid,325.0
2024-05-01,AK,opioid,328.0
2024-06-01,AK,opioid,339.0
2024-07-01,AK,opioid,340.0
2024-08-01,AK,opioid,335.0
2024-09-01,AK,opioid,313.0
2024-10-01,AK,opioid,309.0
2024-11-01,AK,opioid,304.0
2024-12-01,AK,opioid,274.0
2025-01-01,AK,opioid,259.0
2025-02-01,AK,opioid,249.0
2025-03-01,AK,opioid,247.0
2025-04-01,AK,opioid,244.0
2025-05-01,AK,opioid,240.0
2025-06-01,AK,opioid,237.0
2025-07-01,AK,opioid,231.0
2025-08-01,AK,opioid,237.0
2025-09-01,AK,opioid,240.0
2025-10-01,AK,opioid,236.0
2015-10-01,AK,stimulant,27.0
2015-11-01,AK,stimulant,26.0
2016-01-01,AK,stimulant,27.0
2016-02-01,AK,stimulant,31.0
2016-03-01,AK,stimulant,31.0
2016-04-01,AK,stimulant,35.0
2016-05-01,AK,stimulant,39.0
2016-06-01,AK,stimulant,37.0
2016-07-01,AK,stimulant,39.0
2016-08-01,AK,stimulant,41.0
2016-09-01,AK,stimulant,42.0
2016-10-01,AK,stimulant,44.0
2016-11-01,AK,stimulant,45.0
2016-12-01,AK,stimulant,53.0
2017-01-01,AK,stimulant,55.0
2017-02-01,AK,stimulant,54.0
2017-03-01,AK,stimulant,55.0
2017-04-01,AK,stimulant,52.0
2017-05-01,AK,stimulant,52.0
2017-06-01,AK,stimulant,54.0
2017-07-01,AK,stimulant,59.0
2017-08-01,AK,stimulant,64.0
2017-09-01,AK,stimulant,68.0
2017-10-01,AK,stimulant,70.0
2017-11-01,AK,stimulant,67.0
2017-12-01,AK,stimulant,64.0
2018-01-01,AK,stimulant,59.0
2018-02-01,AK,stimulant,56.0
2018-03-01,AK,stimulant,56.0
2018-04-01,AK,stimulant,61.0
2018-05-01,AK,stimulant,55.0
2018-06-01,AK,stimulant,55.0
2018-07-01,AK,stimulant,50.0
2018-08-01,AK,stimulant,47.0
2018-09-01,AK,stimulant,44.0
2018-10-01,AK,stimulant,42.0
2018-11-01,AK,stimulant,48.0
2018-12-01,AK,stimulant,49.0
2019-01-01,AK,stimulant,51.0
2019-02-01,AK,stimulant,58.0
2019-03-01,AK,stimulant,62.0
2019-04-01,AK,stimulant,58.0
2019-05-01,AK,stimulant,65.0
2019-06-01,AK,stimulant,65.0
2019-07-01,AK,stimulant,66.0
2019-08-01,AK,stimulant,65.0
2019-09-01,AK,stimulant,64.0
2019-10-01,AK,stimulant,69.0
2019-11-01,AK,stimulant,65.0
2019-12-01,AK,stimulant,64.0
2020-01-01,AK,stimulant,65.0
2020-02-01,AK,stimulant,60.0
2020-03-01,AK,stimulant,55.0
2020-04-01,AK,stimulant,56.0
2020-05-01,AK,stimulant,59.0
2020-06-01,AK,stimulant,66.0
2020-07-01,AK,stimulant,69.0
2020-08-01,AK,stimulant,69.0
2020-09-01,AK,stimulant,75.0
2020-10-01,AK,stimulant,69.0
2020-11-01,AK,stimulant,70.0
2020-12-01,AK,stimulant,67.0
2021-01-01,AK,stimulant,66.0
2021-02-01,AK,stimulant,70.0
2021-03-01,AK,stimulant,86.0
2021-04-01,AK,stimulant,94.0
2021-05-01,AK,stimulant,101.0
2021-06-01,AK,stimulant,105.0
2021-07-01,AK,stimulant,110.0
2021-08-01,AK,stimulant,121.0
2021-09-01,AK,stimulant,124.0
2021-10-01,AK,stimulant,138.0
2021-11-01,AK,stimulant,153.0
2021-12-01,AK,stimulant,160.0
2022-01-01,AK,stimulant,162.0
2022-02-01,AK,stimulant,164.0
2022-03-01,AK,stimulant,163.0
2022-04-01,AK,stimulant,162.0
2022-05-01,AK,stimulant,158.0
2022-06-01,AK,stimulant,158.0
2022-07-01,AK,stimulant,159.0
2022-08-01,AK,stimulant,153.0
2022-09-01,AK,stimulant,151.0
2022-10-01,AK,stimulant,142.0
2022-11-01,AK,stimulant,133.0
2022-12-01,AK,stimulant,140.0
2023-01-01,AK,stimulant,149.0
2023-02-01,AK,stimulant,155.0
2023-03-01,AK,stimulant,147.0
2023-04-01,AK,stimulant,150.0
2023-05-01,AK,stimulant,150.0
2023-06-01,AK,stimulant,153.0
2023-07-01,AK,stimulant,155.0
2023-08-01,AK,stimulant,160.0
2023-09-01,AK,stimulant,171.0
2023-10-01,AK,stimulant,176.0
2023-11-01,AK,stimulant,183.0
2023-12-01,AK,stimulant,198.0
2024-01-01,AK,stimulant,204.0
2024-02-01,AK,stimulant,210.0
2024-03-01,AK,stimulant,218.0
2024-04-01,AK,stimulant,222.0
2024-05-01,AK,stimulant,230.0
2024-06-01,AK,stimulant,232.0
2024-07-01,AK,stimulant,234.0
2024-08-01,AK,stimulant,229.0
2024-09-01,AK,stimulant,222.0
2024-10-01,AK,stimulant,223.0
2024-11-01,AK,stimulant,225.0
2024-12-01,AK,stimulant,202.0
2025-01-01,AK,stimulant,198.0
2025-02-01,AK,stimulant,205.0
2025-03-01,AK,stimulant,212.0
2025-04-01,AK,stimulant,214.0
2025-05-01,AK,stimulant,210.0
2025-06-01,AK,stimulant,209.0
2025-07-01,AK,stimulant,200.0
2025-08-01,AK,stimulant,211.0
2025-09-01,AK,stimulant,213.0
2025-10-01,AK,stimulant,213.0
2022-04-01,AL,cocaine,218.0
2022-05-01,AL,cocaine,230.0
2022-06-01,AL,cocaine,240.0
2022-07-01,AL,cocaine,248.0
2022-08-01,AL,cocaine,241.0
2022-09-01,AL,cocaine,240.0
2022-10-01,AL,cocaine,243.0
